#	weight
NC_019549_0	37854.76248899998
NC_019549_1	63274.71862899992
NC_019549_2	58328.98973799993
NC_019549_3	90891.00370499991
NC_019549_4	29516.712291000007
NC_019549_5	75880.16960699996
NC_019549_6	12112.246702
NC_019549_7	52886.00036499997
NC_019549_8	14274.256705000003
NC_019549_9	21468.336147
CP012598_0	31409.70867
CP012598_1	39295.544449
CP012598_2	38350.473666
CP012598_3	84947.52477599983
CP012598_4	27923.958607999994
CP012598_5	19493.82428900002
CP012598_6	27005.09569599996
CP012598_7	22956.009026999996
CP012598_8	16262.482630999993
CP012598_9	29743.186611999994
CP012598_10	39945.31723800002
CP012598_11	37625.04011999998
CP012598_12	16243.423135000012
CP012598_13	16703.544318999997
CP012598_14	25139.623279999996
CP012598_15	59525.345190999986
CP012598_16	28920.066166000015
CP012598_17	31331.889120000003
CP012598_18	24894.531610000005
CP012598_19	29755.67758699999
CP012598_20	14364.52837100001
CP012598_21	70645.83700300001
CP012598_22	27472.952438000008
CP012598_23	23382.071842000005
CP012598_24	136134.1675609998
CP012598_25	12999.420759999999
CP012598_26	44044.690022999974
CP012598_27	42380.084356999985
CP012598_28	19664.023922999986
CP012598_29	36775.65260200002
CP012598_30	49766.238456000036
CP012598_31	48377.50133999999
CP012598_32	13903.337328000007
CP012598_33	11929.978165000004
CP012598_34	11504.168768999998
CP012598_35	40279.743544000004
CP012598_36	39867.597068000025
CP012598_37	26054.494788000004
CP012598_38	72677.5748969999
CP012598_39	8955.809718
CP012598_40	10877.905452999998
CP012598_41	17337.68668300001
CP012598_42	79922.13226699985
CP012598_43	63563.08000199996
CP012598_44	51158.293132999985
CP012598_45	34730.96351199999
CP012598_46	99724.2902179998
CP012598_47	13567.095349000003
CP012598_48	17075.841827999997
CP012598_49	34362.638937
CP012598_50	3794.1004129999997
CP012598_51	18209.658599000006
CP012598_52	49839.77524999996
CP012598_53	36792.46547000001
CP012598_54	33329.43554500004
CP012598_55	45532.10876
CP012598_56	16669.392832
CP012598_57	36733.4659
CP012598_58	15687.049224000013
CP012598_59	29023.075031
CP012598_60	18317.214686
CP012598_61	16551.497445999998
CP012598_62	54854.97351400001
CP012598_63	40368.72243599998
CP012598_64	39646.79257399994
CP012598_65	37583.37753800001
CP012598_66	45856.073230999966
CP012598_67	27576.392913000003
CP012598_68	37054.57426399997
CP012598_69	19856.994549999996
CP012598_70	36363.459212999995
CP012598_71	48499.84732100003
CP012598_72	95572.0422319999
CP012598_73	20104.098132999996
CP012598_74	28238.587822
CP012598_75	20191.634044000006
CP012598_76	12005.19070099999
CP012598_77	85208.2659119999
CP012598_78	60626.225581
CP012598_79	36069.08195699998
CP012598_80	25078.549592000018
CP012598_81	29520.938240999978
CP012598_82	36845.236334000016
CP012598_83	16648.684551999984
CP012598_84	26349.63936199997
CP012598_85	34510.663022000015
CP012598_86	40388.01263799999
CP012598_87	44762.41175899994
CP012598_88	49929.610818000016
CP012598_89	35222.365229999974
CP012598_90	11758.216136
CP012598_91	64175.584266999926
CP012598_92	55551.26445599999
CP012598_93	91975.60973299971
CP012598_94	35569.24093199999
CP012598_95	77325.206067
CP012598_96	60132.7172900001
CP012598_97	103873.66836999982
CP012598_98	15630.807781999989
CP012598_99	16916.185399999995
CP012598_100	26784.46402700001
CP012598_101	31409.70867
CP012598_102	39295.544449
CP012598_103	38350.473666
CP012598_104	84947.52477599983
CP012598_105	27923.958607999994
CP012598_106	19493.82428900002
CP012598_107	27005.09569599996
CP012598_108	22956.009026999996
CP012598_109	16262.482630999993
CP012598_110	29743.186611999994
CP012598_111	39945.31723800002
CP012598_112	37625.04011999998
CP012598_113	16243.423135000012
CP012598_114	16703.544318999997
CP012598_115	25139.623279999996
CP012598_116	59525.345190999986
CP012598_117	28920.066166000015
CP012598_118	31331.889120000003
CP012598_119	27667.38329699999
CP012598_120	46971.84470000006
CP012598_121	44216.024060000025
CP012598_122	25961.997883000004
CP012598_123	88287.53706
CP012598_124	25834.729551999997
CP012598_125	37965.27680400002
CP012598_126	34984.275005
CP012598_127	49409.596976999965
CP012598_128	47070.581164
CP012598_129	62271.26737499996
CP012598_130	73533.01378700002
CP012598_131	12383.543056999999
CP012598_132	18458.458373
CP012598_133	23853.108474999975
CP012598_134	33222.86501200003
CP012598_135	26014.892010999993
CP012598_136	51633.697515999964
CP012598_137	37493.28818099999
CP012598_138	19408.700784
CP012598_139	92625.37340800004
CP012598_140	18949.94300300001
CP012598_141	27273.941307999994
CP012598_142	25338.14429100001
CP012598_143	2123.089224
CP012598_144	88671.65385799983
CP012598_145	33264.846346999984
CP012598_146	46972.24309899999
CP012598_147	51473.87020599998
CP012598_148	35149.262668
CP012598_149	21222.030039
CP012598_150	69215.5192279999
CP012598_151	41286.63184100002
CP012598_152	76537.1212709999
CP012598_153	107541.87428899975
CP012598_154	18181.869897999997
CP012598_155	23780.741789999993
CP012598_156	94786.67156899991
CP012598_157	35905.91725800002
CP012598_158	19435.395200999996
CP012598_159	17693.585243999987
CP012598_160	26073.415750000007
CP012598_161	17561.51255799999
CP012598_162	37711.46408399997
CP012598_163	17044.045524000005
CP012598_164	63988.0829949999
CP012598_165	57144.29698699997
CP012598_166	56058.42585400003
CP012598_167	45303.917220999996
CP012598_168	46688.72482099994
CP012598_169	63849.97581999996
CP012598_170	41323.779264999976
CP012598_171	33758.086724999994
CP012598_172	78362.47229099985
CP012598_173	50157.429280999975
CP012598_174	9649.330374000001
CP012598_175	105605.12601099975
CP012598_176	18326.64454499998
CP012598_177	16111.047554000004
CP012598_178	44614.23759499998
CP012598_179	33100.902768000014
CP012598_180	26023.628256999982
CP012598_181	61359.857521999904
CP012598_182	44869.64598499998
CP012598_183	63231.91305700005
